siteId,labno,dateOn,dateOff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,svol,ppt,subppt,valcode,invalcode,modifiedOn
CO98,TS2682SW,"2018-04-24 17:50","2018-05-01 17:55",201804,6.060,5.200," ",.190," ",.020," ",.012," ",.028," ",.429," ",.736," ",.045," ",.290,84.400,2.032,2.032,"w ","            ",
CO98,TS2899SW,"2018-05-01 17:56","2018-05-08 18:17",201805,5.640,2.200," ",.062," ",.007," ",.004," ",.016," ",.073," ",.242," ",.027," ",.088,1739.800,29.464,29.464,"w ","            ",
CO98,TS3143SW,"2018-05-08 18:17","2018-05-15 17:09",201805,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,681.700,10.160,10.160,"  ","c           ",
CO98,TS3408SW,"2018-05-15 17:09","2018-05-22 18:01",201805,5.740,4.800," ",.219," ",.025," ",.016," ",.035," ",.292," ",.881," ",.069," ",.315,844.000,12.954,12.954,"w ","            ",
CO98,TS3675SW,"2018-05-22 18:01","2018-05-29 20:02",201805,5.920,8.000," ",.376," ",.040," ",.039," ",.047," ",.610," ",1.475," ",.099," ",.604,1174.700,17.018,17.018,"w ","            ",
CO98,TT0142SW,"2018-05-29 20:02","2018-06-05 16:36",201806,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,270.000,3.302,3.302,"  ","c           ",
CO98,TT0440SW,"2018-06-05 16:36","2018-06-12 16:38",201806,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.200,.000,.000,"d ","            ",
CO98,TT0702SW,"2018-06-12 16:38","2018-06-19 17:27",201806,5.430,3.500," ",.100," ",.067," ",.042," ",.010," ",.104," ",.309," ",.030," ",.131,997.000,21.844,21.844,"w ","            ",
CO98,TT1231SW,"2018-06-19 17:28","2018-06-26 19:32",201806,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,395.600,5.080,5.080,"  ","c           ",
CO98,TT1185SW,"2018-06-26 19:40","2018-07-03 14:25",201806,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,3.500,.000,.000,"d ","            ",
CO98,TT1482SW,"2018-07-03 14:25","2018-07-10 16:57",201807,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,894.400,14.478,14.478,"  ","c           ",
CO98,TT1742SW,"2018-07-10 17:08","2018-07-18 19:44",201807,5.620,4.900," ",.117," ",.012," ",.029," ",.008," ",.404," ",.804," ",.039," ",.303,1663.800,24.892,24.892,"w ","            ",
CO98,TT1980SW,"2018-07-18 19:44","2018-07-24 14:40",201807,5.320,6.200," ",.169," ",.017," ",.025," ",.015," ",.392," ",1.130," ",.050," ",.293,720.400,-9.990,10.611,"w ","            ",2020-04-12
CO98,TT2222SW,"2018-07-24 14:40","2018-07-31 17:45",201807,6.320,12.500," ",.766," ",.089," ",.147," ",.063," ",.837," ",1.947," ",.164," ",.917,103.000,1.524,1.524,"w ","            ",2020-04-12
CO98,TT2456SW,"2018-07-31 17:45","2018-08-07 14:52",201808,5.340,5.000," ",.087," ",.010," ",.038," ",.022," ",.267," ",.614," ",.052," ",.260,989.400,18.288,18.288,"w ","            ",2020-04-12
CO98,TT2687SW,"2018-08-07 14:52","2018-08-14 15:20",201808,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,1.500,.000,.000,"d ","            ",
CO98,TT2944SW,"2018-08-14 15:20","2018-08-21 17:12",201808,5.740,6.700," ",.224," ",.025," ",.065," ",.022," ",.532," ",.816," ",.058," ",.401,1171.700,21.844,21.844,"w ","            ",2020-04-12
CO98,TT3246SW,"2018-08-21 17:12","2018-08-28 21:59",201808,5.390,4.100," ",.092," ",.012," ",.020," ",.020," ",.189," ",.638," ",.041," ",.214,1145.900,20.066,20.066,"w ","            ",2020-04-12
CO98,TT3415SW,"2018-08-28 21:59","2018-09-04 17:57",201809,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",1.868," ",6.045," ",.637," ",-9.000,20.800,-9.990,.306,wi,"            ",
CO98,TT3734SW,"2018-09-04 17:57","2018-09-11 17:40",201809,5.810,11.900," ",.621," ",.075," ",.062," ",.087," ",.963," ",2.540," ",.167," ",.949,169.200,2.286,2.286,"w ","            ",2020-04-12
CO98,TT4161SW,"2018-09-11 17:40","2018-09-18 15:35",201809,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.300,.000,.000,"d ","            ",
CO98,TT4255SW,"2018-09-18 15:35","2018-09-25 14:50",201809,6.050,6.400," ",.289," ",.039," ",.115," ",.065," ",.496," ",.882," ",.096," ",.477,844.200,13.970,13.970,"w ","            ",2020-04-12
CO98,TT4480SW,"2018-09-25 14:50","2018-10-02 15:23",201809,6.240,6.000," ",.338," ",.044," ",.017," ",.047," ",.394," ",.718," ",.079," ",.618,248.500,3.556,3.556,"w ","            ",2020-04-12
CO98,TT4734SW,"2018-10-02 15:23","2018-10-09 17:14",201810,5.370,2.800," ",.034," ",.004," ",.011," ",.007," ",.086," ",.269," ",.019," ",.090,2783.500,57.404,57.404,"w ","            ",2020-04-12
CO98,TT4980SW,"2018-10-09 17:14","2018-10-16 18:40",201810,5.800,2.200," ",.047," ",.004," ",.007," ",.005," ",.125," ",.210," ",.017," ",.082,1756.300,-9.990,25.869,"w ","            ",2020-04-12
CO98,TT5252SW,"2018-10-16 18:40","2018-10-23 17:17",201810,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",.953," ",-9.000," ",-9.000," ",-9.000,5.400,.254,.254,wi,"            ",
CO98,TT5421SW,"2018-10-23 17:17","2018-10-30 16:55",201810,5.700,4.000," ",.188," ",.019," ",.014," ",.060," ",.183," ",.705," ",.037," ",.372,144.400,5.080,5.080,"w ","            ",2019-08-22
CO98,TT5737SW,"2018-10-30 16:55","2018-11-06 20:16",201811,5.490,2.500," ",.032," ",.003,<,.005," ",.011," ",.078," ",.271," ",.014," ",.103,1740.300,54.864,54.864,"w ","            ",2020-04-12
CO98,TT5946SW,"2018-11-06 20:16","2018-11-13 18:05",201811,5.860,3.000," ",.118," ",.013," ",.020," ",.060," ",.162," ",.487," ",.054," ",.087,402.900,-9.990,5.934,"w ","            ",2020-04-12
CO98,TT6389SW,"2018-11-13 18:05","2018-11-20 19:12",201811,5.490,3.200," ",.068," ",.007," ",.009," ",.010," ",.085," ",.437," ",.023," ",.144,321.400,-9.990,4.734,"w ","            ",2020-04-12
CO98,TT6492SW,"2018-11-20 19:12","2018-11-27 19:02",201811,5.370,2.400," ",.032,<,.003," ",.042," ",.050," ",.018," ",.115," ",.063," ",.046,283.900,16.256,16.256,"w ","            ",2019-08-22
CO98,TT6699SW,"2018-11-27 19:02","2018-12-04 19:10",201812,5.230,3.400," ",.032,<,.003,<,.005," ",.006," ",.061," ",.263," ",.016," ",.120,131.700,-9.990,1.940,"w ","            ",
CO98,TT6995SW,"2018-12-04 19:10","2018-12-11 18:54",201812,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",.153," ",.534," ",.113," ",.217,9.900,-9.990,.146,wi,"            ",
CO98,TT7186SW,"2018-12-11 18:54","2018-12-18 18:07",201812,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",.153," ",.677," ",.066," ",.239,12.200,-9.990,.180,wi,"            ",
CO98,TT8036SW,"2019-01-15 21:47","2019-01-22 19:13",201901,5.290,2.500,<,.023,<,.006,<,.005,<,.010," ",.029," ",.132,<,.018," ",.049,461.900,41.656,41.656,"w ","            ",2020-09-09
CO98,TT8442SW,"2019-01-22 19:13","2019-01-29 19:00",201901,5.220,3.300," ",.023,<,.006," ",.005,<,.010," ",.077," ",.285," ",.022," ",.123,384.500,13.970,13.970,"w ","            ",2020-09-09
CO98,TT8746SW,"2019-01-29 19:00","2019-02-05 19:09",201902,5.090,5.100," ",.101," ",.010," ",.013," ",.023," ",.132," ",.540," ",.049," ",.262,106.700,10.160,10.160,"w ","            ",2020-09-09
CO98,TT8867SW,"2019-02-05 19:09","2019-02-12 19:12",201902,5.700,3.700," ",.246," ",.023," ",.013," ",.027," ",.089," ",.387," ",.043," ",.150,99.200,2.540,2.540,"w ","            ",2020-09-09
CO98,TT9141SW,"2019-02-12 19:12","2019-02-19 18:36",201902,5.360,2.300," ",.024,<,.006," ",.005,<,.010," ",.028," ",.188,<,.018," ",.047,618.600,33.020,33.020,"w ","            ",2020-09-09
CO98,TT9397SW,"2019-02-19 18:36","2019-02-26 18:06",201902,5.340,4.300," ",.095," ",.009," ",.009," ",.038," ",.182," ",.522," ",.064," ",.128,316.700,24.384,24.384,"w ","            ",2020-09-09
CO98,TT9642SW,"2019-02-26 18:06","2019-03-05 18:13",201903,5.280,3.300," ",.037,<,.006,<,.005," ",.010," ",.089," ",.273,<,.018," ",.161,1463.100,71.628,71.628,"w ","            ",2020-09-09
CO98,TT9919SW,"2019-03-05 18:13","2019-03-12 15:41",201903,5.330,2.800,<,.023,<,.006,<,.005,<,.010," ",.041," ",.166," ",.018," ",.127,1209.300,61.722,61.722,"w ","            ",2020-09-09
CO98,TU0190SW,"2019-03-12 15:41","2019-03-19 17:15",201903,5.590,2.400," ",.042,<,.006,<,.005,<,.010," ",.133," ",.248,<,.018," ",.065,1716.900,-9.990,25.289,"w ","            ",2020-04-12
CO98,TU0386SW,"2019-03-19 17:15","2019-03-26 16:46",201903,4.990,6.000," ",.059," ",.007," ",.009," ",.015," ",.199," ",.495," ",.035," ",.327,284.500,-9.990,4.190,"w ","            ",2020-04-12
CO98,TU0638SW,"2019-03-26 16:46","2019-04-02 16:30",201903,5.410,2.900," ",.035,<,.006," ",.007," ",.010," ",.110," ",.202," ",.022," ",.113,249.000,9.906,9.906,"w ","            ",2020-04-12
CO98,TU0901SW,"2019-04-02 16:30","2019-04-09 17:02",201904,5.520,3.800," ",.102," ",.014," ",.010," ",.022," ",.209," ",.597," ",.042," ",.229,475.000,16.002,16.002,"w ","            ",2020-04-12
CO98,TU1113SW,"2019-04-09 17:02","2019-04-16 20:55",201904,6.190,2.500," ",.206," ",.017," ",.010," ",.015," ",.089," ",.206," ",.020," ",.087,1467.600,97.790,97.790,"w ","            ",2020-09-09
CO98,TU1383SW,"2019-04-16 20:55","2019-04-23 16:17",201904,5.990,5.000," ",.328," ",.036," ",.033," ",.050," ",.264," ",.756," ",.081," ",.280,280.000,-9.990,4.124,"w ","            ",2020-04-12
CO98,TU1869SW,"2019-04-23 16:17","2019-05-07 16:45",201904,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,3812.600,61.722,61.722,"  ","e           ",2020-09-09
CO98,TU2124SW,"2019-05-07 16:45","2019-05-14 17:53",201905,5.550,2.600," ",.074," ",.011," ",.007," ",.022," ",.114," ",.394," ",.035," ",.099,1926.500,35.814,35.814,"w ","            ",2020-09-09
CO98,TU2417SW,"2019-05-14 17:55","2019-05-22 18:19",201905,5.890,3.500," ",.112," ",.014," ",.009," ",.016," ",.237," ",.600," ",.040," ",.188,1214.400,34.798,34.798,"w ","            ",2020-09-09
CO98,TU2690SW,"2019-05-22 18:19","2019-05-29 18:25",201905,5.720,4.300," ",.247," ",.023," ",.042," ",.041," ",.165," ",.794," ",.074," ",.222,718.300,19.304,19.304,"w ","            ",2020-09-09
CO98,TU2923SW,"2019-05-29 18:25","2019-06-04 17:05",201906,5.410,5.500," ",.163," ",.023," ",.027," ",.060," ",.238," ",.763," ",.111," ",.392,69.800,-9.990,1.028,"w ","            ",
CO98,TU3181SW,"2019-06-04 17:05","2019-06-11 17:04",201906,5.920,6.300," ",.216," ",.029," ",.026," ",.052," ",.493," ",.999," ",.083," ",.440,935.800,-9.990,13.784,"w ","            ",
CO98,TU3455SW,"2019-06-11 17:04","2019-06-19 17:15",201906,5.530,4.200," ",.137," ",.018," ",.025," ",.018," ",.230," ",.586," ",.066," ",.218,1056.000,16.002,16.002,"w ","            ",2020-09-09
CO98,TU3605SW,"2019-06-19 17:15","2019-06-24 17:42",201906,5.820,3.800," ",.195," ",.023," ",.024," ",.029," ",.196," ",.410," ",.052," ",.243,2465.600,49.784,49.784,"w ","            ",2020-09-09
CO98,TU3857SW,"2019-06-24 17:51","2019-07-02 16:08",201906,5.800,5.000," ",.165," ",.025," ",.079," ",.038," ",.341," ",.647," ",.076," ",.341,469.200,-9.990,6.911,"w ","            ",
CO98,TU4159SW,"2019-07-02 16:20","2019-07-09 18:26",201907,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,87.400,1.778,1.778,"  ","c           ",
CO98,TU4442SW,"2019-07-09 18:26","2019-07-16 16:35",201907,5.490,7.100," ",.305," ",.043," ",.061," ",.049," ",.420," ",1.026," ",.122," ",.596,172.100,3.810,3.810,"w ","            ",2020-07-05
CO98,TU4667SW,"2019-07-16 16:45","2019-07-23 15:20",201907,5.370,4.800," ",.114," ",.014," ",.019," ",.022," ",.294," ",.600," ",.052," ",.311,1674.200,28.448,28.448,"w ","            ",
CO98,TU4887SW,"2019-07-23 15:20","2019-07-29 15:05",201907,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.900,11.938,11.938,"  ","p           ",
CO98,TU5241SW,"2019-07-29 15:42","2019-08-06 16:03",201908,5.000,6.900," ",.134," ",.018," ",.021," ",.033," ",.265," ",.985," ",.083," ",.373,595.900,-9.990,8.777,"w ","            ",
CO98,TU5726SW,"2019-08-06 16:03","2019-08-13 16:30",201908,5.610,6.400," ",.137," ",.017," ",.014," ",.026," ",.530," ",1.202," ",.065," ",.416,1034.800,-9.990,15.242,"w ","            ",
CO98,TU5729SW,"2019-08-13 16:30","2019-08-20 16:18",201908,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,208.000,-9.990,3.064,"  ","c           ",
CO98,TU6063SW,"2019-08-20 16:18","2019-08-27 19:44",201908,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,3.500,.000,.000,"t ","            ",
CO98,TU6236SW,"2019-08-27 19:44","2019-09-03 17:05",201908,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.200,-9.990,.003,"d ","            ",
CO98,TU6534SW,"2019-09-03 17:05","2019-09-10 16:45",201909,5.780,5.000," ",.243," ",.027," ",.024," ",.022," ",.286," ",.700," ",.046," ",.376,2729.000,43.688,43.688,"w ","            ",2020-09-09
CO98,TU6789SW,"2019-09-10 16:45","2019-09-17 16:33",201909,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,-9.990,.000,"  ","c           ",
CO98,TU6978SW,"2019-09-17 16:33","2019-09-24 15:46",201909,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,-9.990,.000,"d ","            ",2020-10-01
CO98,TU7310SW,"2019-09-24 15:50","2019-10-01 17:07",201909,5.690,4.300," ",.263," ",.031," ",.019," ",.017," ",.191," ",.571," ",.054," ",.332,1381.000,21.590,21.590,"w ","            ",2020-09-09
CO98,TU7514SW,"2019-10-01 17:07","2019-10-08 15:38",201910,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.400,-9.990,.006,"d ","            ",
CO98,TU7784SW,"2019-10-08 15:45","2019-10-15 16:43",201910,6.230,4.900," ",.423," ",.041," ",.037," ",.050," ",.221," ",.424," ",.048," ",.244,1039.100,26.162,26.162,"w ","            ",
CO98,TU8014SW,"2019-10-15 16:46","2019-10-22 17:50",201910,5.560,4.500," ",.215," ",.020," ",.022," ",.018," ",.226," ",.355," ",.030," ",.354,160.100,46.228,46.228,"w ","            ",2020-07-05
CO98,TU8307SW,"2019-10-22 17:50","2019-10-29 20:59",201910,5.880,2.900," ",.227," ",.019," ",.013," ",.012," ",.104," ",.365," ",.034," ",.104,2191.400,65.278,65.278,"w ","            ",
CO98,TU8530SW,"2019-10-29 20:59","2019-11-06 18:27",201911,5.390,3.500," ",.090," ",.018," ",.018," ",.152," ",.034," ",.278," ",.276," ",.063,177.900,5.334,5.334,"w ","            ",
CO98,TU8818SW,"2019-11-06 18:27","2019-11-12 17:17",201911,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,3.500,.762,.762,"  ","v           ",
CO98,TU9039SW,"2019-11-12 17:17","2019-11-19 17:50",201911,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.600,.000,.000,"d ","            ",
CO98,TU9505SW,"2019-11-19 17:50","2019-11-25 18:15",201911,5.330,2.400,<,.023,<,.006,<,.005,<,.010," ",.047," ",.177,<,.018," ",.048,809.800,17.272,17.272,"w ","            ",
CO98,TU9577SW,"2019-11-25 18:15","2019-12-03 18:57",201911,5.220,4.000," ",.065,<,.006," ",.005," ",.019," ",.110," ",.600," ",.039," ",.091,1000.700,95.504,95.504,"w ","            ",2020-09-09
CO98,TU9867SW,"2019-12-03 18:57","2019-12-10 19:00",201912,5.280,2.400,<,.023,<,.006,<,.005,<,.010,<,.017," ",.087,<,.018," ",.068,836.400,34.036,34.036,"w ","            ",
CO98,TV0070SW,"2019-12-10 19:00","2019-12-18 18:00",201912,5.130,3.200,<,.023,<,.006," ",.006,<,.010," ",.022," ",.159,<,.018," ",.095,319.700,43.180,43.180,"w ","            ",
CO98,TV0341SW,"2019-12-18 18:00","2019-12-23 19:10",201912,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,1.000,.000,.000,"d ","            ",
CO98,TV0647SW,"2019-12-23 19:10","2019-12-30 17:38",201912,5.110,3.500,<,.023,<,.006,<,.005,<,.010," ",.056," ",.226,<,.018," ",.040,275.400,9.652,9.652,"w ","            ",
CO98,TV0801SW,"2019-12-30 17:38","2020-01-07 18:29",202001,5.030,4.300," ",.040,<,.006," ",.007," ",.014," ",.063," ",.261," ",.023," ",.162,231.400,44.958,44.958,"w ","            ",
CO98,TV1089SW,"2020-01-07 18:29","2020-01-14 18:26",202001,5.230,4.100," ",.113," ",.012," ",.011," ",.018," ",.116," ",.354," ",.036," ",.185,33.500,22.606,22.606,"w ","            ",
CO98,TV1320SW,"2020-01-14 18:26","2020-01-21 18:05",202001,5.510,4.000," ",.123," ",.025," ",.012," ",.191," ",.070," ",.277," ",.073," ",.438,117.200,25.146,25.146,"w ","            ",
CO98,TV1571SW,"2020-01-21 18:20","2020-01-28 18:08",202001,5.010,5.100," ",.051,<,.006,<,.005," ",.018," ",.040," ",.310," ",.026," ",.201,48.300,26.416,26.416,"w ","            ",
CO98,TV1860SW,"2020-01-28 18:08","2020-02-04 19:31",202002,5.800,2.300," ",.106," ",.009," ",.007,<,.010," ",.117," ",.219," ",.020," ",.051,1103.400,26.416,26.416,"w ","            ",
CO98,TV2134SW,"2020-02-04 19:31","2020-02-11 19:26",202002,5.420,2.300," ",.026,<,.006,<,.005,<,.010," ",.060," ",.211,<,.018," ",.051,1597.700,23.114,23.114,"w ","            ",
CO98,TV2376SW,"2020-02-11 19:26","2020-02-18 18:55",202002,5.300,3.300," ",.039,<,.006," ",.012," ",.013," ",.088," ",.159," ",.019," ",.161,363.600,42.418,42.418,"w ","            ",
CO98,TV2906SW,"2020-02-18 18:55","2020-02-26 19:00",202002,5.980,3.900," ",.110," ",.012," ",.006," ",.065," ",.314," ",.654," ",.078," ",.148,738.600,26.162,26.162,"w ","            ",
CO98,TV2799SW,"2020-02-26 19:00","2020-03-03 18:33",202002,5.330,5.600," ",.134," ",.015," ",.012," ",.036," ",.318," ",.881," ",.072," ",.294,266.100,4.572,4.572,"w ","            ",
CO98,TV3174SW,"2020-03-03 18:33","2020-03-09 17:02",202003,5.290,5.100," ",.116," ",.012," ",.011," ",.041," ",.245," ",.550," ",.071," ",.290,82.900,7.366,7.366,"w ","            ",
CO98,TV3357SW,"2020-03-09 17:02","2020-03-17 16:41",202003,5.300,3.900," ",.048,<,.006," ",.006," ",.015," ",.124," ",.331," ",.025," ",.168,620.100,42.672,42.672,"w ","            ",
CO98,TV4248SW,"2020-03-17 16:41","2020-04-14 20:05",202003,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000,3900.800,-9.990,57.457,"  ","e           ",
CO98,TV4457SW,"2020-04-14 20:05","2020-04-21 18:59",202004,5.620,3.000," ",.069," ",.009," ",.007," ",.013," ",.179," ",.219," ",.026," ",.132,983.600,95.504,95.504,"w ","            ",
CO98,TV4695SW,"2020-04-21 19:00","2020-04-28 18:11",202004,5.820,3.200," ",.145," ",.022," ",.019," ",.024," ",.171," ",.335," ",.034," ",.225,1003.100,-9.990,14.775,"w ","            ",
CO98,TV4885SW,"2020-04-28 18:14","2020-05-05 16:46",202005,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,719.000,11.176,11.176,"  ","c           ",
CO98,TV5144SW,"2020-05-05 16:46","2020-05-12 17:45",202005,5.520,3.000," ",.083," ",.010," ",.011," ",.018," ",.148," ",.298," ",.046," ",.170,662.000,10.668,10.668,"w ","            ",
CO98,TV5377SW,"2020-05-12 17:45","2020-05-19 17:10",202005,6.050,6.400," ",.328," ",.042," ",.034," ",.083," ",.442," ",.720," ",.091," ",.526,728.600,10.414,10.414,"w ","            ",
CO98,TV5655SW,"2020-05-19 17:10","2020-05-26 17:12",202005,6.160,3.700," ",.179," ",.021," ",.013," ",.058," ",.231," ",.436," ",.067," ",.225,1186.100,19.304,19.304,"w ","            ",
CO98,TV5894SW,"2020-05-26 17:12","2020-06-02 16:30",202005,6.140,7.300," ",.269," ",.030," ",.023," ",.030," ",.750," ",.736," ",.073," ",.316,422.700,6.604,6.604,"w ","            ",
CO98,TV6083SW,"2020-06-02 16:30","2020-06-09 16:59",202006,6.200,7.300," ",.443," ",.044," ",.062," ",.059," ",.516," ",.686," ",.087," ",.441,1313.600,25.146,25.146,"w ","            ",
CO98,TV6321SW,"2020-06-09 16:59","2020-06-16 15:12",202006,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,4.500,.000,.000,"d ","            ",
CO98,TV6591SW,"2020-06-16 15:12","2020-06-23 18:21",202006,5.850,6.300," ",.369," ",.045," ",.060," ",.076," ",.359," ",.733," ",.112," ",.328,777.000,11.684,11.684,"w ","            ",
CO98,TV6848SW,"2020-06-23 18:21","2020-06-30 20:18",202006,5.670,6.200," ",.316," ",.043," ",.108," ",.044," ",.345," ",.777," ",.129," ",.424,702.500,11.176,11.176,"w ","            ",
CO98,TV7069SW,"2020-06-30 20:18","2020-07-06 20:00",202007,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,313.400,4.826,4.826,"  ","c           ",
CO98,TV7378SW,"2020-07-06 20:00","2020-07-14 20:13",202007,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,8.100,1.016,1.016,"  ","v           ",
CO98,TV7609SW,"2020-07-14 20:13","2020-07-21 18:01",202007,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,333.900,5.842,5.842,"  ","c           ",
CO98,TV7852SW,"2020-07-21 18:01","2020-07-28 14:24",202007,6.120,6.800," ",.170," ",.016," ",.021," ",.035," ",.702," ",.854," ",.072," ",.454,987.300,24.892,24.892,"w ","            ",
CO98,TV8094SW,"2020-07-28 14:24","2020-08-04 13:54",202008,6.150,14.000," ",.674," ",.076," ",.190," ",.066," ",1.076," ",1.936," ",.183," ",1.091,142.900,2.794,2.794,"w ","            ",
